Date,Afdis,BAT,Delta,Econet,Innscor,Lafarge,Old Mutual,PPC,Hwange,RioZim
10/7/2010,0.14,2,0.51,4.7,0.48,1.1,1.83,3.2,0.35,1.8
10/8/2010,0.14,2,0.52,4.8,0.48,0.95,1.89,3.2,0,1.85
10/11/2010,0.14,1.9,0.54,4.8,0.48,0,1.89,3.2,0,1.95
10/12/2010,0.14,1.9,0.53,4.8,0.48,0.95,1.83,3.2,0.35,2
10/13/2010,0.14,2,0.53,4.8,0.48,0.95,1.83,3.2,0.35,2.01
10/14/2010,0.14,2,0.54,4.8,0.49,0.95,1.83,3.2,0.35,2.05
10/15/2010,0.14,2,0.54,4.86,0.49,0.95,1.83,3.2,0.37,2.1
10/18/2010,0.14,2,0.54,4.86,0.5,0.95,1.83,3.2,0.37,2.15
10/19/2010,0.14,2,0.54,4.88,0.51,0.95,1.83,3.2,0.4,2.15
10/20/2010,0.15,1.99,0.54,4.97,0.55,0.95,1.89,3.15,0.41,2.2
10/21/2010,0.14,1.8,0.54,5,0.55,0.95,1.87,3.2,0.43,2.2
10/22/2010,0.14,1.8,0.55,5,0.55,1,1.84,3.2,0.43,2.2
10/25/2010,0.14,1.8,0.55,5,0.53,1,1.83,3.21,0.45,2.15
10/26/2010,0.14,1.8,0.55,5,0.54,1.12,1.84,3.21,0.45,2.15
10/27/2010,0.14,1.8,0.58,5.1,0.54,1.12,1.84,3.35,0.52,2.15
10/28/2010,0.14,1.8,0.6,5.1,0.54,1.12,1.84,3.35,0.53,2.16
10/29/2010,0.15,1.8,0.63,5.16,0.55,1.12,1.84,3.61,0.56,2.19
11/1/2010,0.15,2,0.62,5.15,0.55,1.1,1.83,3.6,0.56,2.15
11/2/2010,0.14,2,0.61,5.15,0.54,1.1,1.83,3.6,0.55,2.1
11/3/2010,0.14,2,0.61,5.1,0.54,1,1.83,3.6,0.5,2.1
11/4/2010,0.14,2,0.6,5.1,0.54,1,1.77,3.6,0.5,2.15
11/5/2010,0.15,2,0.6,5,0.55,1,1.77,3.6,0.52,2.15
11/8/2010,0.15,1.98,0.6,5,0.55,1,1.77,3.6,0.5,2.1
11/9/2010,0.14,1.98,0.6,5.01,0.56,1,1.77,3.6,0.52,2.1
11/10/2010,0.14,1.98,0.61,5.03,0.58,0.9,1.77,3.65,0.53,2.1
11/11/2010,0.14,2,0.61,5,0.58,0.95,1.77,3.65,0.53,2.1
11/12/2010,0.15,2,0.61,5,0.6,1,1.78,3.65,0.53,2.1
11/15/2010,0.15,2,0.62,5,0.6,0.95,1.79,3.65,0.53,2.1
11/16/2010,0.15,2,0.62,4.99,0.6,0.95,1.81,3.65,0.55,2.05
11/17/2010,0.15,2,0.62,4.9,0.59,0.95,1.82,3.66,0.6,2
11/18/2010,0.14,1.85,0.62,4.9,0.59,0.9,1.82,3.66,0.6,2.02
11/19/2010,0.14,0,0.62,4.9,0.59,0,1.83,3.7,0.6,2.07
11/22/2010,0.14,1.8,0.62,4.85,0.58,0.9,1.83,3.7,0.6,2.1
11/23/2010,0.14,1.8,0.62,4.8,0.55,0.9,1.83,3.7,0.62,2.1
11/24/2010,0.15,1.9,0.62,4.8,0.55,0.9,1.85,3.7,0.64,2.05
11/25/2010,0.15,1.9,0.62,4.8,0.54,0.88,1.85,3.7,0.63,2.05
11/26/2010,0.14,1.9,0.62,4.8,0.54,0.85,1.86,3.7,0.63,2.05
11/29/2010,0.14,1.9,0.62,4.8,0.54,0,1.86,3.7,0,2.05
11/30/2010,0.15,1.9,0.62,4.8,0.54,0.85,1.89,3.68,0.63,2.05
12/1/2010,0.15,2,0.63,4.8,0.53,0.8,1.88,3.68,0.63,2.05
12/2/2010,0.15,2,0.63,4.8,0.52,0.8,1.86,3.65,0.63,2.05
12/3/2010,0.15,2,0.64,4.7,0.52,0.85,1.83,3.65,0.65,2.08
12/6/2010,0.15,2,0.65,4.7,0.52,0.85,1.83,3.65,0.63,2.08
12/7/2010,0.15,2,0.65,4.7,0.48,0.85,1.81,3.65,0.65,2
12/8/2010,0.15,2,0.63,4.7,0.47,0.85,1.81,3.4,0.65,2
12/9/2010,0.15,2,0.63,4.7,0.46,0.9,1.81,3.2,0.63,2
12/13/2010,0.15,2,0.63,4.65,0.47,0.9,1.79,3.2,0.62,2
12/14/2010,0.15,2,0.63,4.7,0.47,0.9,1.77,3.15,0.61,2
12/15/2010,0.15,2,0.62,4.65,0.47,0.9,1.77,3.12,0.6,2
12/16/2010,0.15,2,0.62,4.65,0.47,0.91,1.74,3.12,0.6,2
12/17/2010,0.15,2,0.62,4.65,0.47,0.91,1.74,3.12,0.6,2
12/20/2010,0.15,2,0.62,4.65,0.47,0.93,1.74,3.12,0.6,2
12/21/2010,0.15,2,0.63,4.65,0.47,0.9,1.74,3.15,0.6,2
12/23/2010,0.15,2,0.63,4.6,0.47,0.9,1.71,3.1,0.6,1.97
12/24/2010,0.14,2,0.65,4.6,0.45,0.92,1.71,3.05,0.6,2
12/28/2010,0.14,2,0.63,4.65,0.45,0.92,1.71,3.04,0.6,2
12/29/2010,0.14,2,0.64,4.68,0.47,0.92,1.71,3.1,0.55,2
12/30/2010,0.15,2,0.64,4.7,0.47,0.96,1.71,3.25,0.55,1.9
12/31/2010,0.15,2,0.65,4.71,0.48,0.96,1.77,3.37,0.53,1.95
1/3/2011,0.15,2,0.65,4.77,0.5,0.98,1.77,3.6,0.53,1.9
1/4/2011,0.15,2,0.66,4.8,0.5,0.97,1.77,3.6,0.54,1.9
1/5/2011,0.15,2,0.66,4.8,0.5,0.95,1.71,3.6,0.54,1.8
1/6/2011,0.15,2,0.68,4.8,0.55,0.95,1.66,3.6,0.55,1.8
1/7/2011,0.15,2,0.7,4.81,0.58,0.95,1.66,3.6,0.56,1.8
1/10/2011,0.15,2,0.72,4.86,0.62,0.95,1.69,3.6,0.56,1.9
1/11/2011,0.15,2.02,0.73,4.9,0.64,0.95,1.71,3.6,0.56,1.95
1/12/2011,0.13,2.02,0.73,4.95,0.64,0.95,1.77,3.6,0.56,1.95
1/13/2011,0.13,2.02,0.74,5,0.63,0.95,1.75,3.6,0.56,1.95
1/14/2011,0.15,2.02,0.75,5,0.61,0.95,1.75,3.2,0.56,1.95
1/17/2011,0.15,2.02,0.74,4.95,0.61,0.95,1.71,3.2,0.57,1.95
1/18/2011,0.15,2.02,0.73,4.95,0.6,0.95,1.71,3.2,0.58,1.95
1/19/2011,0.15,2.02,0.72,4.95,0.56,0.95,1.73,3.2,0.58,1.95
1/20/2011,0.11,2.02,0.72,4.95,0.56,0.95,1.73,3.15,0.57,1.9
1/21/2011,0.11,1.9,0.7,4.95,0.56,0.95,1.73,3.15,0.57,1.95
1/24/2011,0.14,1.9,0.73,5,0.57,0.95,1.73,3.17,0.57,1.95
1/25/2011,0.14,1.9,0.73,5.01,0.6,0.95,1.77,3.2,0.58,1.95
1/26/2011,0.14,1.89,0.73,5.02,0.6,0.95,1.77,3.21,0.6,2
1/27/2011,0.14,1.89,0.73,5.02,0.6,0.95,1.77,3.21,0.6,2
1/28/2011,0.14,1.89,0.73,5.03,0.61,0.93,1.77,3.21,0.61,2
1/31/2011,0.13,1.89,0.73,5.03,0.6,0.93,1.77,3.23,0.61,2
2/1/2011,0.14,1.89,0.73,5.01,0.6,0.9,1.77,3.23,0.64,2
2/2/2011,0.14,1.89,0.73,5.01,0.6,0.9,1.77,3.23,0.64,2
2/3/2011,0.14,1.85,0.73,5.01,0.6,0.9,1.77,3.28,0.65,2
2/4/2011,0.14,1.85,0.73,5,0.6,0.9,1.78,3.3,0.65,2
2/7/2011,0.14,1.85,0.72,5,0.6,0.9,1.82,3.23,0.65,2
2/8/2011,0.13,1.75,0.73,5,0.6,0.9,1.82,3.26,0.65,2
2/9/2011,0.14,1.75,0.72,4.99,0.6,0.9,1.83,3.26,0.65,2
2/10/2011,0.14,1.75,0.72,4.99,0.59,0.9,1.84,3.26,0.65,2
2/11/2011,0.14,1.7,0.71,4.95,0.59,0.9,1.85,3.23,0.65,2
2/14/2011,0.14,1.7,0.71,4.95,0.59,0.9,1.85,3.23,0.65,2
2/15/2011,0.14,1.65,0.7,4.97,0.6,0.9,1.85,3.25,0.67,2
2/16/2011,0.14,1.65,0.7,4.97,0.6,0.9,1.85,3.25,0.67,2
2/17/2011,0.14,1.62,0.7,4.97,0.6,0.9,1.85,3.25,0.68,2.01
2/18/2011,0.14,1.62,0.7,4.95,0.6,0.9,1.85,3.22,0.68,2.01
2/21/2011,0.14,1.62,0.71,4.95,0.6,0.9,1.85,3.25,0.68,2.01
2/22/2011,0.14,1.61,0.72,4.93,0.6,0.9,1.85,3.25,0.69,2.01
2/23/2011,0.14,1.6,0.73,4.9,0.61,0.9,1.85,3.3,0.69,2.01
2/24/2011,0.14,1.6,0.73,4.9,0.62,0.9,1.86,3.3,0.7,2.01
2/25/2011,0.14,1.6,0.73,4.9,0.63,0.9,1.86,3.3,0.72,2.02
2/28/2011,0.14,1.6,0.73,4.9,0.63,0.9,1.86,3.3,0.72,2
3/1/2011,0.14,1.6,0.73,4.9,0.63,0.9,1.86,3.3,0.72,2
3/2/2011,0.14,1.5,0.73,4.9,0.63,0.9,1.89,3.31,0.74,2
3/3/2011,0.15,1.5,0.73,4.9,0.63,0.94,1.91,3.31,0.74,1.98
3/4/2011,0.15,1.6,0.73,4.9,0.64,0.94,1.91,3.31,0.77,1.98
3/7/2011,0.15,1.6,0.73,4.9,0.64,0.94,1.86,3.3,0.8,1.98
3/8/2011,0.15,1.6,0.74,4.86,0.64,0.94,1.86,3.3,0.8,1.98
3/9/2011,0.14,1.6,0.74,4.81,0.64,0.94,1.84,3.3,0.85,1.9
3/10/2011,0.14,1.6,0.74,4.81,0.65,0.94,1.84,3.25,0.87,1.9
3/11/2011,0.14,1.6,0.74,4.85,0.66,0.94,1.84,3.25,0.9,1.95
3/14/2011,0.14,1.6,0.75,4.86,0.67,0.94,1.84,3.25,0.9,1.95
3/15/2011,0.14,1.6,0.76,4.88,0.68,0.94,1.85,3.2,0.85,1.95
3/16/2011,0.14,1.6,0.77,4.95,0.68,0.94,1.86,3.26,0.8,1.95
3/17/2011,0.14,1.6,0.77,4.9,0.7,0.9,1.86,3.26,0.8,1.94
3/18/2011,0.14,1.63,0.77,4.9,0.7,0.93,1.87,3.26,0.8,1.94
3/21/2011,0.14,1.65,0.77,4.9,0.69,0.95,1.89,3.26,0.77,1.9
3/22/2011,0.14,1.65,0.77,4.9,0.68,0.95,1.89,3.26,0.76,1.9
3/23/2011,0.14,1.65,0.75,4.9,0.68,0.95,1.86,3.26,0.75,1.94
3/24/2011,0.14,1.65,0.75,4.9,0.68,0.95,1.86,3.26,0.73,1.95
3/25/2011,0.14,1.75,0.75,4.9,0.68,0.95,1.84,3.26,0.72,1.95
3/28/2011,0.14,1.75,0.73,4.9,0.68,0.95,1.84,3.26,0.72,1.95
3/29/2011,0.14,1.85,0.73,4.9,0.65,0.9,1.83,3.26,0.75,1.95
3/30/2011,0.14,1.85,0.72,4.9,0.65,0.9,1.84,3.24,0.75,1.95
3/31/2011,0.14,1.85,0.7,4.89,0.63,1.05,1.84,3.2,0.75,1.95
4/1/2011,0.14,1.9,0.7,4.8,0.63,1.05,1.82,3.18,0.75,1.93
4/4/2011,0.14,1.9,0.71,4.8,0.63,1.05,1.82,3.18,0.75,1.9
4/5/2011,0.12,1.9,0.72,4.8,0.62,1.05,1.83,3,0.75,1.89
4/6/2011,0.12,1.9,0.72,4.8,0.61,1.05,1.84,3,0.72,1.89
4/7/2011,0.12,1.9,0.72,4.78,0.61,1.05,1.83,3,0.72,1.9
4/8/2011,0.12,1.9,0.73,4.78,0.61,1.05,1.83,3,0.71,1.9
4/11/2011,0.12,1.9,0.73,4.8,0.61,1.05,1.83,3,0.71,1.8
4/12/2011,0.13,1.9,0.73,4.8,0.62,1,1.84,3,0.71,1.75
4/13/2011,0.13,1.9,0.73,4.8,0.62,1,1.84,3,0.71,1.7
4/14/2011,0.12,1.9,0.74,4.8,0.62,1,1.84,2.99,0.71,1.75
4/15/2011,0.12,1.9,0.75,4.8,0.62,1,1.84,2.99,0.71,1.7
4/19/2011,0.12,1.9,0.75,4.81,0.62,1,1.84,2.99,0.71,1.7
4/20/2011,0.12,1.9,0.76,4.83,0.62,1,1.84,3,0.71,1.4
4/21/2011,0.12,1.9,0.8,4.97,0.63,1,1.84,3,0.71,1.4
4/26/2011,0.12,1.9,0.8,5,0.63,1,1.84,3,0.71,1.4
4/27/2011,0.12,1.9,0.81,5,0.63,1,1.82,3.05,0.69,1.4
4/28/2011,0.12,1.9,0.81,5.01,0.64,1,1.82,3.05,0.71,1.4
4/29/2011,0.12,1.9,0.81,5.02,0.63,1,1.82,3.05,0.67,1.4
5/3/2011,0.12,1.9,0.81,5.01,0.61,1,1.82,3.05,0.67,1.4
5/4/2011,0.12,1.8,0.8,5,0.6,1,1.83,3.05,0.69,1.5
5/5/2011,0.12,1.8,0.8,5,0.59,1,1.84,3.05,0.67,1.4
5/6/2011,0.12,1.8,0.81,5,0.59,1,1.83,3.1,0.67,1.5
5/9/2011,0.12,1.9,0.81,5,0.58,0.95,1.83,3.1,0.67,1.4
5/10/2011,0.12,1.9,0.81,5.01,0.59,1,1.84,3.1,0.65,1.5
5/11/2011,0.12,0,0.81,5.01,0.59,0,1.84,3.1,0.65,1.5
5/12/2011,0.12,1.8,0.82,5.05,0.61,0.95,1.84,3.14,0.65,1.45
5/13/2011,0.12,1.8,0.82,5.05,0.61,0.95,1.84,3.14,0.65,1.4
5/16/2011,0.12,1.8,0.82,5,0.62,0.95,1.84,3.15,0.65,1.45
5/17/2011,0.13,1.8,0.81,4.93,0.62,0.95,1.84,3.15,0.63,1.45
5/18/2011,0.12,1.8,0.8,4.87,0.62,0.95,1.84,3.15,0.62,1.45
5/19/2011,0.12,1.8,0.8,4.8,0.62,0.95,1.84,3.26,0.62,1.45
5/20/2011,0.12,1.8,0.8,4.78,0.62,0.9,1.84,3.26,0.62,1.45
5/23/2011,0.12,1.8,0.8,4.73,0.62,0.9,1.83,3.26,0.62,1.4
5/24/2011,0.12,1.8,0.81,4.8,0.62,0.9,1.83,3.3,0.65,1.4
5/26/2011,0.12,1.8,0.8,4.8,0.62,0.9,1.83,3.3,0.65,1.38
5/27/2011,0.12,1.8,0.8,4.8,0.63,0.9,1.83,3.3,0.65,1.38
5/30/2011,0.12,1.8,0.81,4.8,0.62,0.9,1.83,3.3,0.67,1.38
5/31/2011,0.12,1.8,0.82,4.8,0.63,0.95,1.83,3.25,0.68,1.4
6/1/2011,0.12,1.8,0.82,4.8,0.63,0.95,1.83,3.25,0.7,1.4
6/2/2011,0.12,1.8,0.82,4.8,0.63,0.95,1.79,3.25,0.7,1.4
6/3/2011,0.12,1.8,0.8,4.81,0.64,0.95,1.81,3.25,0.7,1.4
6/6/2011,0.12,1.8,0.8,4.82,0.65,0.95,1.81,3.25,0.7,1.4
6/7/2011,0.12,1.8,0.8,4.82,0.66,0.95,1.81,3.3,0.7,1.45
6/8/2011,0.12,1.7,0.79,4.82,0.67,0.95,1.81,3.3,0.68,1.45
6/9/2011,0.12,1.7,0.78,4.82,0.67,0.95,1.83,3.3,0.68,1.45
6/10/2011,0.12,1.7,0.79,4.82,0.67,0.95,1.83,3.3,0.68,1.45
6/13/2011,0.12,1.69,0.79,4.82,0.67,0.95,1.83,3.3,0.65,1.45
6/14/2011,0.12,1.69,0.79,4.82,0.67,0.95,1.83,3.31,0.63,1.45
6/15/2011,0.12,1.6,0.8,4.9,0.66,0.95,1.83,3.31,0.63,1.45
6/16/2011,0.12,1.7,0.81,4.85,0.66,0.95,1.83,3.31,0.63,1.45
6/17/2011,0.12,0,0.8,4.8,0.66,0.95,1.83,3.31,0.63,1.45
6/20/2011,0.12,1.7,0.8,4.8,0.66,0.95,1.83,3.31,0.63,1.45
6/21/2011,0.12,1.7,0.8,4.8,0.65,0.95,1.83,3.31,0.63,1.45
6/22/2011,0.12,1.7,0.8,4.71,0.66,0.7,1.83,3.31,0.63,1.45
6/23/2011,0.12,1.7,0.79,4.68,0.63,0.7,1.83,3.31,0.62,1.45
6/24/2011,0.12,1.7,0.77,4.68,0.63,0.75,1.79,3.31,0.6,1.45
6/27/2011,0.15,1.7,0.77,4.75,0.64,0.75,1.81,3.31,0.57,1.4
6/28/2011,0.15,1.59,0.78,4.76,0.63,0.8,1.79,3.31,0.56,1.4
6/29/2011,0.15,1.55,0.78,4.77,0.63,0.8,1.79,3.31,0.58,1.3
6/30/2011,0.15,1.55,0.8,4.73,0.63,0.8,1.83,3.4,0.58,1.25
7/1/2011,0.13,1.55,0.79,4.71,0.63,0.85,1.83,3.31,0.58,1.25
7/4/2011,0.13,1.55,0.79,4.73,0.64,0.85,1.79,3.31,0.58,1.15
7/5/2011,0.13,1.2,0.79,4.72,0.62,0.85,1.79,3.31,0.58,1.15
7/6/2011,0.13,1.3,0.8,4.72,0.64,0.9,1.77,3.31,0.55,1.1
7/7/2011,0.13,1.3,0.79,4.72,0.64,0.9,1.76,3.31,0.55,1.1
7/8/2011,0.13,1.3,0.79,4.72,0.64,0.9,1.74,3.31,0.55,1.1
7/11/2011,0.13,1.3,0.79,4.72,0.64,0.9,1.7,3.31,0.55,1.1
7/12/2011,0.13,1.2,0.78,4.7,0.64,0.9,1.71,3.31,0.56,1.05
7/13/2011,0.13,1.2,0.79,4.7,0.64,0.95,1.71,3.31,0.56,1.1
7/14/2011,0.13,1.15,0.79,4.7,0.62,0.9,1.74,3.31,0.56,1.1
7/15/2011,0.13,1.15,0.79,4.7,0.61,0.9,1.74,3.31,0.56,1.1
7/18/2011,0.13,1.15,0.79,4.67,0.62,0.9,1.74,3.31,0.57,1.1
7/19/2011,0.12,1.1,0.79,4.61,0.61,0.9,1.75,3.31,0.57,1.05
7/20/2011,0.12,1.1,0.79,4.61,0.61,0.9,1.75,3.31,0.57,1.05
7/21/2011,0.12,1.05,0.78,4.55,0.62,0.9,1.75,3.31,0.56,1
7/22/2011,0.12,1,0.78,4.55,0.63,0.9,1.77,3.31,0.56,1
7/25/2011,0.12,1,0.77,4.55,0.63,0.9,1.77,3.31,0.57,1
7/26/2011,0.11,0.97,0.76,4.5,0.63,0.9,1.77,3.31,0.57,0.96
7/27/2011,0.11,0.95,0.75,4.49,0.63,0.9,1.77,3.31,0.57,0.95
7/28/2011,0.12,0.95,0.77,4.4,0.63,0.9,1.77,3.31,0.57,0.95
7/29/2011,0.12,0.95,0.8,4.2,0.63,0.9,1.77,3.31,0.57,0.95
8/1/2011,0.12,0.9,0.8,4.3,0.63,0.9,1.71,3.31,0.57,0.95
8/2/2011,0.12,0.89,0.8,4.4,0.63,0.9,1.71,3.31,0.56,0.95
8/3/2011,0.11,0.87,0.8,4.45,0.64,0.9,1.71,3.35,0.55,0.95
8/4/2011,0.11,0.87,0.81,4.45,0.64,0.9,1.71,3.35,0.56,0.91
8/5/2011,0.11,0.87,0.81,4.4,0.65,0.9,1.71,3.35,0.57,0.93
8/10/2011,0.11,0.87,0.8,4.4,0.65,0.9,1.71,3.35,0.57,0.93
8/11/2011,0.11,0.87,0.8,4.4,0.64,0.9,1.71,3.35,0.57,0.92
8/12/2011,0.11,0.87,0.8,4.4,0.63,0.9,1.71,3.35,0.6,0.92
8/15/2011,0.11,0.87,0.8,4.4,0.63,0.9,1.71,3.33,0.6,0.92
8/16/2011,0.11,0.95,0.8,4.3,0.64,0.9,1.73,3.33,0.6,0.92
8/17/2011,0.11,0.95,0.8,4.2,0.64,0.9,1.73,3.33,0.6,0.92
8/18/2011,0.11,1.1,0.81,4.2,0.64,0.9,1.76,3.33,0.6,0.9
8/19/2011,0.11,1.1,0.8,4.17,0.64,0.9,1.71,3.33,0.6,0.9
8/22/2011,0.11,1.1,0.8,4.15,0.64,0.9,1.71,3.35,0.6,0.85
8/23/2011,0.12,1.15,0.8,4.15,0.65,0.9,1.71,3.35,0.6,0.85
8/24/2011,0.12,1.15,0.8,4.15,0.65,0.9,1.66,3.35,0.6,0.85
8/25/2011,0.12,1.15,0.79,4.15,0.63,0.9,1.66,3.35,0.6,0.8
8/26/2011,0.12,1.15,0.79,4.11,0.63,0.9,1.66,3.35,0.6,0.8
8/29/2011,0.12,1.31,0.79,4.15,0.63,0.9,1.67,3.35,0.6,0.8
8/30/2011,0.12,1.15,0.79,4.15,0.63,0.9,1.66,3.35,0.6,0.86
8/31/2011,0.11,1.41,0.79,4.15,0.63,0.9,1.62,3.35,0.6,0.95
9/1/2011,0.11,1.41,0.79,4.15,0.64,0.9,1.62,3.35,0.6,0.9
9/2/2011,0.11,1.45,0.78,4.15,0.64,0.9,1.62,3.35,0.58,0.9
9/5/2011,0.11,1.45,0.78,4,0.64,0.9,1.62,3.35,0.58,0.9
9/6/2011,0.11,1.45,0.78,4,0.66,0.9,1.62,3.35,0.58,0.95
9/7/2011,0.11,1.45,0.78,3.9,0.67,0.9,1.62,3.35,0.58,1
9/8/2011,0.12,1.45,0.78,3.79,0.7,0.8,1.62,3.32,0.58,1
9/9/2011,0.12,1.45,0.78,3.79,0.7,0.8,1.66,3.3,0.58,0.85
9/12/2011,0.12,1.45,0.78,3.79,0.7,0.8,1.67,3.3,0.58,0.8
9/13/2011,0.12,1.45,0.77,3.79,0.68,0.8,1.69,3.25,0.6,0.75
9/14/2011,0.12,1.5,0.76,3.9,0.67,0.7,1.77,3.25,0.58,0.7
9/15/2011,0.12,1.5,0.75,4,0.67,0.7,1.77,3.25,0.6,0.65
9/16/2011,0.14,1.9,0.75,4,0.66,0.7,1.83,3.25,0.58,0.6
9/19/2011,0.14,1.9,0.75,4.1,0.63,0.7,1.83,3.25,0.6,0.6
9/20/2011,0.14,1.9,0.75,4.1,0.63,0.7,1.83,3.25,0.6,0.56
9/21/2011,0.14,1.9,0.74,4.02,0.64,0.7,1.82,3.27,0.6,0.6
9/22/2011,0.14,1.9,0.73,4,0.65,0.7,1.82,3.27,0.6,0.6
9/23/2011,0.14,1.9,0.72,4.05,0.65,0.7,1.82,3.27,0.6,0.6
9/26/2011,0.13,1.9,0.71,4.05,0.64,0.7,1.83,3.27,0.56,0.6
9/27/2011,0.13,1.9,0.7,4.05,0.63,0.7,1.77,3.27,0.55,0.6
9/28/2011,0.13,1.9,0.7,4.08,0.63,0.7,1.76,3.15,0.55,0.59
9/29/2011,0.13,1.9,0.71,4,0.62,0.7,1.71,3.15,0.6,0.59
9/30/2011,0.14,1.9,0.72,4,0.62,0.75,1.71,3.15,0.6,0.59
10/3/2011,0.14,1.9,0.72,3.99,0.62,0.75,1.71,3.15,0.57,0.59
10/4/2011,0.14,1.9,0.72,3.98,0.62,0.75,1.62,3.15,0.55,0.59
10/5/2011,0.13,1.8,0.72,3.9,0.62,0.7,1.6,3.15,0.55,0.59
10/6/2011,0.13,1.8,0.72,3.9,0.61,0.7,1.62,2.9,0.55,0.6
10/7/2011,0.14,1.8,0.72,3.87,0.6,0.7,1.62,2.9,0.54,0.6
10/10/2011,0.14,1.75,0.7,3.8,0.58,0.7,1.59,2.9,0.53,0.6
10/11/2011,0.14,1.75,0.68,3.68,0.57,0.7,1.51,2.8,0.52,0.58
10/12/2011,0.14,1.75,0.68,3.8,0.56,0.7,1.51,2.7,0.52,0.57
10/13/2011,0.14,1.75,0.68,3.8,0.57,0.7,1.51,2.5,0.52,0.57
10/14/2011,0.14,1.75,0.68,3.75,0.57,0.65,1.51,2.35,0.52,0.57
10/17/2011,0.14,1.75,0.68,3.7,0.57,0.65,1.5,2.35,0.51,0.57
10/18/2011,0.14,1.75,0.66,3.7,0.55,0.65,1.5,2.35,0.51,0.55
10/19/2011,0.14,1.75,0.66,3.7,0.55,0.65,1.49,2.35,0.51,0.55
10/20/2011,0.14,1.75,0.66,3.7,0.55,0.65,1.49,2.35,0.51,0.55
10/21/2011,0.15,1.7,0.68,3.74,0.55,0.65,1.5,2.35,0.51,0.5
10/24/2011,0.15,1.7,0.68,3.7,0.54,0.65,1.51,2.35,0.51,0.5
10/25/2011,0.15,1.7,0.7,3.7,0.54,0.65,1.51,2.25,0.51,0.5
10/26/2011,0.15,1.69,0.71,3.7,0.54,0.65,1.51,2.25,0.51,0.5
10/27/2011,0.15,1.69,0.7,3.68,0.54,0.7,1.5,2.1,0.5,0.5
10/28/2011,0.15,1.69,0.7,3.7,0.54,0.7,1.49,2.1,0.5,0.5
10/31/2011,0.14,1.69,0.7,3.7,0.54,0.7,1.49,2.1,0.5,0.5
11/1/2011,0.14,1.69,0.71,3.7,0.54,0.7,1.49,2.13,0.5,0.5
11/2/2011,0.14,1.69,0.72,3.7,0.53,0.7,1.44,2.1,0.49,0.5
11/3/2011,0.14,1.69,0.74,3.65,0.53,0.7,1.45,2.18,0.49,0.5
11/4/2011,0.14,1.69,0.75,3.7,0.53,0.7,1.44,2.2,0.46,0.5
11/7/2011,0.14,1.69,0.76,3.65,0.54,0.7,1.44,2.2,0.49,0.5
11/8/2011,0.14,1.69,0.73,3.69,0.54,0.7,1.43,2.2,0.46,0.5
11/9/2011,0.14,1.69,0.71,3.7,0.55,0.7,1.43,2.2,0.46,0.5
11/10/2011,0.14,1.55,0.75,3.7,0.55,0.7,1.43,2.2,0.45,0.5
11/11/2011,0.14,1.6,0.75,3.7,0.57,0.7,1.38,2.1,0.45,0.5
11/14/2011,0.14,1.62,0.75,3.65,0.58,0.7,1.38,2.1,0.45,0.5
11/15/2011,0.14,1.62,0.75,3.7,0.58,0.7,1.38,2.1,0.45,0.5
11/16/2011,0.14,1.62,0.74,3.7,0.55,0.7,1.38,2.07,0.45,0.5
11/17/2011,0.14,1.62,0.73,3.7,0.55,0.7,1.38,2.1,0.45,0.5
11/18/2011,0.14,1.62,0.73,3.75,0.55,0.7,1.38,2,0.45,0.45
11/21/2011,0.14,1.62,0.72,3.75,0.55,0.7,1.37,2,0.45,0.45
11/22/2011,0.14,1.62,0.72,3.75,0.53,0.7,1.35,2,0.45,0.45
11/23/2011,0.14,1.62,0.72,3.85,0.53,0.7,1.33,2,0.45,0.45
11/24/2011,0.14,1.62,0.72,3.9,0.53,0.7,1.26,2,0.45,0.5
11/25/2011,0.14,1.62,0.72,4,0.54,0.7,1.26,2,0.44,0.5
11/28/2011,0.14,1.62,0.72,4,0.54,0.7,1.26,2,0.45,0.5
11/29/2011,0.14,1.62,0.72,4,0.56,0.7,1.26,2,0.44,0.5
11/30/2011,0.14,1.62,0.72,3.8,0.56,0.7,1.37,2,0.44,0.5
12/1/2011,0.14,1.62,0.72,4.2,0.56,0.7,1.37,2,0.44,0.5
12/2/2011,0.14,1.62,0.72,4.2,0.56,0.7,1.37,2,0.44,0.5
12/5/2011,0.14,1.62,0.72,4.2,0.57,0.7,1.33,2.06,0.44,0.5
12/6/2011,0.14,1.62,0.72,4,0.57,0.7,1.27,2.06,0.44,0.45
12/7/2011,0.14,1.62,0.72,4,0.57,0.7,1.27,2.06,0.44,0.45
12/8/2011,0.14,1.6,0.72,4,0.57,0.7,1.28,2.06,0.33,0.45
12/9/2011,0.14,1.6,0.72,4,0.56,0.7,1.27,2.06,0.32,0.34
12/12/2011,0.14,1.55,0.72,4,0.54,0.7,1.26,2.1,0.31,0.3
12/13/2011,0.1,1.55,0.71,4,0.54,0.7,1.2,2.1,0.3,0.31
12/14/2011,0.1,1.55,0.7,4,0.54,0.7,1.2,2.1,0.3,0.31
12/15/2011,0.1,1.55,0.7,4,0.53,0.7,1.28,2.1,0.3,0.28
12/16/2011,0.1,1.55,0.7,4,0.53,0.7,1.33,2.1,0.3,0.3
12/19/2011,0.11,1.55,0.7,4,0.53,0.7,1.38,2.1,0.3,0.3
12/20/2011,0.11,1.55,0.7,4,0.54,0.7,1.43,2.1,0.3,0.35
